-43.16621017456055,-43.094783782958984,-0.17682351403248353,-0.17809558654317784
-43.16621017456055,-43.094783782958984,-0.17682351403248353,-0.17809558654317784
-43.16621017456055,-43.83286666870117,-0.17809558654317784,-0.16622272860849852
-43.904296875,-43.83286666870117,-0.17682344609440884,-0.17809558654317784
-43.904296875,-43.83286666870117,-0.17682344609440884,-0.17809558654317784
-44.618568420410156,-44.57094955444336,-0.17724751555669008,-0.17809558654317784
-44.618568420410156,-44.57094955444336,-0.17724751555669008,-0.17809558654317784
-44.618568420410156,-45.28522491455078,-0.17809558654317784,-0.16622272860849852
-45.33284378051758,-45.28522491455078,-0.17724751555669008,-0.17809558654317784
-45.33284378051758,-45.28522491455078,-0.17724751555669008,-0.17809558654317784
-46.09480285644531,-45.99955749511719,-0.1763993086940529,-0.17809558654317784
-46.09480285644531,-45.99955749511719,-0.1763993086940529,-0.17809558654317784
-46.09480285644531,-45.99955749511719,-0.1763993086940529,-0.17809558654317784
-46.78534698486328,-46.73772430419922,-0.17724744761861538,-0.17809558654317784
-46.78534698486328,-46.73772430419922,-0.17724744761861538,-0.17809558654317784
-47.47589111328125,-47.45207977294922,-0.1776715170808966,-0.17809558654317784
-47.47589111328125,-47.45207977294922,-0.1776715170808966,-0.17809558654317784
-47.47589111328125,-48.16643524169922,-0.17809558654317784,-0.16579730038472326
-48.19024658203125,-48.16643524169922,-0.1776715170808966,-0.17809558654317784
-48.19024658203125,-48.16643524169922,-0.1776715170808966,-0.17809558654317784
-48.90460205078125,-48.85697937011719,-0.17724744761861538,-0.17809558654317784
-48.90460205078125,-48.85697937011719,-0.17724744761861538,-0.17809558654317784
-48.90460205078125,-49.57133483886719,-0.17809558654317784,-0.1662213698470045
-49.59514617919922,-49.57133483886719,-0.1776715170808966,-0.17809558654317784
-49.59514617919922,-49.57133483886719,-0.1776715170808966,-0.17809558654317784
-50.30950164794922,-50.261878967285156,-0.17724744761861538,-0.17809558654317784
-50.30950164794922,-50.261878967285156,-0.17724744761861538,-0.17809558654317784
-50.30950164794922,-50.976234436035156,-0.17809558654317784,-0.1662213698470045
-51.02385711669922,-50.976234436035156,-0.17724744761861538,-0.17809558654317784